[Header]
TITLE,MPMS DC Measurement
BYAPP,MPMS Measurement,2.1,Summary
FILEOPENTIME, 1652344573.390000 5/12/2022, 5:36:13 PM

INFO, APPNAME, MPMS MultiVu Application, Revision 1.58,  Build 076

INFO, NAME, 
INFO, WEIGHT, 1.000
INFO, AREA, 1.000
INFO, LENGTH, 1.000
INFO, SHAPE, 0
INFO, COMMENT, 
INFO, SEQUENCE FILE: PtFe_MH20211209.seq


INFO, BACKGROUND DATA FILE:, None


STARTUPAXIS,X,4,LINEAR,AUTO,0.000000,0.000000
STARTUPAXIS,Y1,5,LINEAR,AUTO,0.000000,0.000000


STARTUPGROUP,Longitudinal
FIELDGROUP,Longitudinal,1,2,3,4,5,6,7,8,9,15,16,17,18,27,28
FIELDGROUP,Transverse,1,2,3,4,10,11,12,13,14,19,20,21,22,27,28

PLOT_APPEARANCE,ALL,HORZ_GRID_ON,VERT_GRID_ON,MARKERS_AND_LINES

[Data]
Time,Comment,Field (Oe),Temperature (K),Long Moment (emu),Long Scan Std Dev,Long Algorithm,Long Reg Fit,Long Percent Error (%),Trans Moment (emu),Trans Scan Std Dev,Trans Algorithm,Trans Reg Fit,Trans Percent Error (%),Long Moment [w/o ABS] (emu),Long Scan Std Dev [w/o ABS],Long Reg Fit [w/o ABS],Long Percent Error [w/o ABS] (%),Trans Moment [w/o ABS] (emu),Trans Scan Std Dev [w/o ABS],Trans Reg Fit [w/o ABS],Trans Percent Error [w/o ABS] (%),Points per Scan,Scans per Measurement,Scan Length (cm),Delta Temp (K),Rot Position (deg),Error,EC Comp. Running,Using ABS,
1652371583.812,,6.500000e+003,1.999968e+001,7.395914e-002,4.040833e-006,3,9.926258e-001,5.463602e-003,,,,,,,,,,,,,,32,2,4.000000e+000,2.449036e-003,0.000000e+000,0,1,0,
1652371711.156,,7.000000e+003,2.000229e+001,7.947108e-002,5.663485e-006,3,9.926156e-001,7.126473e-003,,,,,,,,,,,,,,32,2,4.000000e+000,5.519867e-003,0.000000e+000,0,1,0,
1652371837.468,,7.500000e+003,1.999769e+001,8.494243e-002,9.245967e-006,3,9.926181e-001,1.088498e-002,,,,,,,,,,,,,,32,2,4.000000e+000,6.139755e-003,0.000000e+000,0,0,0,
1652371978.250,,8.000000e+003,1.999692e+001,9.035668e-002,1.053671e-008,3,9.928941e-001,1.166124e-005,,,,,,,,,,,,,,32,2,4.000000e+000,5.531311e-003,0.000000e+000,0,0,0,
1652372105.421,,8.500000e+003,1.999738e+001,9.578051e-002,1.398222e-005,3,9.925997e-001,1.459819e-002,,,,,,,,,,,,,,32,2,4.000000e+000,5.529404e-003,0.000000e+000,0,0,0,
1652372232.890,,9.000000e+003,1.999784e+001,1.011423e-001,1.349753e-005,3,9.925611e-001,1.334509e-002,,,,,,,,,,,,,,32,2,4.000000e+000,5.519867e-003,0.000000e+000,0,0,0,
1652372360.343,,9.500000e+003,1.999738e+001,1.064469e-001,2.739545e-006,3,9.926533e-001,2.573625e-003,,,,,,,,,,,,,,32,2,4.000000e+000,3.679276e-003,0.000000e+000,0,0,0,
1652372489.937,,1.000000e+004,1.999738e+001,1.117832e-001,5.461178e-005,3,9.926443e-001,4.885507e-002,,,,,,,,,,,,,,32,2,4.000000e+000,3.679276e-003,0.000000e+000,0,1,0,
1652372622.578,,1.200000e+004,2.000137e+001,1.325583e-001,9.988803e-006,3,9.926243e-001,7.535401e-003,,,,,,,,,,,,,,32,2,4.000000e+000,4.301071e-003,0.000000e+000,0,1,0,
1652372756.375,,1.400000e+004,2.000092e+001,1.530268e-001,3.309581e-005,3,9.925424e-001,2.162747e-002,,,,,,,,,,,,,,32,2,4.000000e+000,6.750107e-003,0.000000e+000,0,1,0,
1652372889.218,,1.600000e+004,1.999891e+001,1.731854e-001,2.914454e-005,3,9.925697e-001,1.682852e-002,,,,,,,,,,,,,,32,2,4.000000e+000,3.068924e-003,0.000000e+000,0,1,0,
1652373082.984,,1.800000e+004,1.999876e+001,1.932008e-001,5.731971e-005,3,9.921209e-001,2.966847e-002,,,,,,,,,,,,,,32,2,4.000000e+000,5.529404e-003,0.000000e+000,0,1,0,
1652373270.906,,2.000000e+004,1.999769e+001,2.130344e-001,6.811984e-005,3,9.920173e-001,3.197598e-002,,,,,,,,,,,,,,32,2,4.000000e+000,3.070831e-003,0.000000e+000,0,0,0,
1652373457.531,,2.200000e+004,1.999953e+001,2.325659e-001,9.789659e-005,3,9.920982e-001,4.209413e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.838684e-003,0.000000e+000,0,0,0,
1652373650.468,,2.400000e+004,1.999815e+001,2.520141e-001,1.353125e-004,3,9.917547e-001,5.369242e-002,,,,,,,,,,,,,,32,2,4.000000e+000,2.449036e-003,0.000000e+000,0,0,0,
1652373840.562,,2.600000e+004,2.000214e+001,2.710890e-001,1.983220e-004,3,9.919817e-001,7.315752e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.840591e-003,0.000000e+000,0,1,0,
1652374024.828,,2.800000e+004,1.999999e+001,2.899813e-001,1.184959e-004,3,9.921063e-001,4.086328e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.840591e-003,0.000000e+000,0,1,0,
1652374218.000,,3.000000e+004,1.999922e+001,3.088385e-001,1.479354e-004,3,9.920510e-001,4.790058e-002,,,,,,,,,,,,,,32,2,4.000000e+000,4.909515e-003,0.000000e+000,0,1,0,
1652374407.359,,3.200000e+004,1.999923e+001,3.274556e-001,1.164096e-004,3,9.921236e-001,3.554973e-002,,,,,,,,,,,,,,32,2,4.000000e+000,5.519867e-003,0.000000e+000,0,1,0,
1652374599.421,,3.400000e+004,1.999800e+001,3.460346e-001,2.280987e-004,3,9.919309e-001,6.591790e-002,,,,,,,,,,,,,,32,2,4.000000e+000,6.198883e-004,0.000000e+000,0,0,0,
1652374794.609,,3.600000e+004,1.999769e+001,3.644119e-001,1.258085e-005,3,9.920838e-001,3.452371e-003,,,,,,,,,,,,,,32,2,4.000000e+000,1.230240e-003,0.000000e+000,0,0,0,
1652374986.671,,3.800000e+004,2.000060e+001,3.825285e-001,2.368231e-004,3,9.919536e-001,6.190993e-002,,,,,,,,,,,,,,32,2,4.000000e+000,7.369995e-003,0.000000e+000,0,1,0,
1652375179.500,,4.000000e+004,1.999937e+001,4.005955e-001,2.285202e-004,3,9.919478e-001,5.704513e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.218796e-003,0.000000e+000,0,1,0,
1652375375.500,,4.200000e+004,1.999999e+001,4.185131e-001,1.794402e-004,3,9.920316e-001,4.287565e-002,,,,,,,,,,,,,,32,2,4.000000e+000,3.070831e-003,0.000000e+000,0,1,0,
1652375568.203,,4.400000e+004,2.000014e+001,4.363405e-001,1.911360e-004,3,9.920186e-001,4.380431e-002,,,,,,,,,,,,,,32,2,4.000000e+000,3.688812e-003,0.000000e+000,0,1,0,
1652375762.093,,4.600000e+004,2.000045e+001,4.540794e-001,2.085005e-004,3,9.919964e-001,4.591718e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.840591e-003,0.000000e+000,0,1,0,
1652375952.750,,4.800000e+004,1.999999e+001,4.718069e-001,1.478933e-004,3,9.919899e-001,3.134615e-002,,,,,,,,,,,,,,32,2,4.000000e+000,4.919052e-003,0.000000e+000,0,1,0,
1652376156.515,,5.000000e+004,1.999784e+001,4.893404e-001,2.034007e-004,3,9.920912e-001,4.156630e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.850128e-003,0.000000e+000,0,0,0,
1652384204.765,,0.000000e+000,2.999766e+001,-3.483781e-004,2.463369e-008,3,9.916940e-001,7.070964e-003,,,,,,,,,,,,,,32,2,4.000000e+000,9.880066e-003,0.000000e+000,0,1,0,
1652384342.750,,2.000000e+002,3.000136e+001,1.747288e-003,6.694105e-007,3,9.934752e-001,3.831140e-002,,,,,,,,,,,,,,32,2,4.000000e+000,6.168365e-003,0.000000e+000,0,1,0,
1652384459.968,,4.000000e+002,3.000074e+001,3.925215e-003,1.381297e-006,3,9.930105e-001,3.519035e-002,,,,,,,,,,,,,,32,2,4.000000e+000,3.698349e-003,0.000000e+000,0,1,0,
1652384607.265,,6.000000e+002,2.999734e+001,6.168820e-003,4.919327e-007,3,9.931403e-001,7.974503e-003,,,,,,,,,,,,,,32,2,4.000000e+000,1.236153e-002,0.000000e+000,0,1,0,
1652384724.343,,8.000000e+002,2.999611e+001,8.814825e-003,1.407310e-006,3,9.929349e-001,1.596526e-002,,,,,,,,,,,,,,32,2,4.000000e+000,2.470016e-003,0.000000e+000,0,0,0,
1652384842.125,,1.000000e+003,2.999920e+001,1.123624e-002,3.831412e-006,3,9.927613e-001,3.409869e-002,,,,,,,,,,,,,,32,2,4.000000e+000,7.410049e-003,0.000000e+000,0,0,0,
1652384959.218,,1.200000e+003,2.999487e+001,1.342528e-002,4.248139e-005,3,9.934418e-001,3.164282e-001,,,,,,,,,,,,,,32,2,4.000000e+000,7.421494e-003,0.000000e+000,0,0,0,
1652385076.546,,1.400000e+003,2.999704e+001,1.565564e-002,3.648360e-007,3,9.927723e-001,2.330381e-003,,,,,,,,,,,,,,32,2,4.000000e+000,4.940033e-003,0.000000e+000,0,0,0,
1652385212.515,,1.600000e+003,2.999827e+001,1.784652e-002,1.580507e-007,3,9.928507e-001,8.856109e-004,,,,,,,,,,,,,,32,2,4.000000e+000,4.940033e-003,0.000000e+000,0,0,0,
1652385335.250,,1.800000e+003,2.999642e+001,2.005280e-002,4.886418e-007,3,9.926053e-001,2.436776e-003,,,,,,,,,,,,,,32,2,4.000000e+000,7.421494e-003,0.000000e+000,0,0,0,
1652385453.375,,2.000000e+003,2.999981e+001,2.222703e-002,5.504115e-006,3,9.926662e-001,2.476316e-002,,,,,,,,,,,,,,32,2,4.000000e+000,3.711700e-003,0.000000e+000,0,1,0,
1652385570.906,,2.200000e+003,3.000043e+001,2.442626e-002,1.028647e-006,3,9.927015e-001,4.211235e-003,,,,,,,,,,,,,,32,2,4.000000e+000,2.470016e-003,0.000000e+000,0,1,0,
1652385691.734,,2.400000e+003,3.000105e+001,2.662751e-002,5.623986e-007,3,9.927267e-001,2.112096e-003,,,,,,,,,,,,,,32,2,4.000000e+000,3.698349e-003,0.000000e+000,0,1,0,
1652385814.859,,2.600000e+003,3.000074e+001,2.884100e-002,9.404015e-007,3,9.927311e-001,3.260641e-003,,,,,,,,,,,,,,32,2,4.000000e+000,9.880066e-003,0.000000e+000,0,1,0,
1652385938.546,,2.800000e+003,2.999858e+001,3.104557e-002,1.975633e-006,3,9.927037e-001,6.363658e-003,,,,,,,,,,,,,,32,2,4.000000e+000,4.940033e-003,0.000000e+000,0,1,0,
1652386057.234,,3.000000e+003,2.999456e+001,3.325225e-002,2.473495e-006,3,9.926964e-001,7.438579e-003,,,,,,,,,,,,,,32,2,4.000000e+000,7.421494e-003,0.000000e+000,0,0,0,
1652386181.156,,3.200000e+003,2.999487e+001,3.547471e-002,6.912083e-006,3,9.926822e-001,1.948454e-002,,,,,,,,,,,,,,32,2,4.000000e+000,7.421494e-003,0.000000e+000,0,0,0,
1652386306.843,,3.400000e+003,2.999827e+001,3.767727e-002,2.631545e-006,3,9.926846e-001,6.984438e-003,,,,,,,,,,,,,,32,2,4.000000e+000,7.410049e-003,0.000000e+000,0,0,0,
1652386430.218,,3.600000e+003,2.999765e+001,3.988369e-002,3.226869e-006,3,9.926675e-001,8.090699e-003,,,,,,,,,,,,,,32,2,4.000000e+000,6.168365e-003,0.000000e+000,0,0,0,
1652386548.375,,3.800000e+003,2.999858e+001,4.207828e-002,2.734277e-006,3,9.926407e-001,6.498072e-003,,,,,,,,,,,,,,32,2,4.000000e+000,2.470016e-003,0.000000e+000,0,0,0,
1652386671.765,,4.000000e+003,2.999889e+001,4.428544e-002,1.891340e-006,3,9.925668e-001,4.270793e-003,,,,,,,,,,,,,,32,2,4.000000e+000,8.638382e-003,0.000000e+000,0,0,0,
1652386803.500,,4.200000e+003,2.999703e+001,4.637713e-002,1.262087e-004,3,9.926558e-001,2.721357e-001,,,,,,,,,,,,,,32,2,4.000000e+000,6.168365e-003,0.000000e+000,0,1,0,
1652386926.515,,4.400000e+003,2.999673e+001,4.864699e-002,2.315444e-006,3,9.926407e-001,4.759686e-003,,,,,,,,,,,,,,32,2,4.000000e+000,8.651733e-003,0.000000e+000,0,1,0,
1652387050.640,,4.600000e+003,2.999827e+001,5.081126e-002,4.644057e-006,3,9.926278e-001,9.139818e-003,,,,,,,,,,,,,,32,2,4.000000e+000,1.112175e-002,0.000000e+000,0,1,0,
1652387169.421,,4.800000e+003,2.999827e+001,5.295701e-002,3.648337e-006,3,9.925828e-001,6.889243e-003,,,,,,,,,,,,,,32,2,4.000000e+000,3.709793e-003,0.000000e+000,0,1,0,
1652387292.156,,5.000000e+003,2.999734e+001,5.514459e-002,3.835100e-005,3,9.927855e-001,6.954626e-002,,,,,,,,,,,,,,32,2,4.000000e+000,4.940033e-003,0.000000e+000,0,1,0,
1652387421.109,,6.000000e+003,2.999827e+001,6.569488e-002,5.452751e-006,3,9.925431e-001,8.300115e-003,,,,,,,,,,,,,,32,2,4.000000e+000,8.651733e-003,0.000000e+000,0,0,0,
1652387542.578,,6.500000e+003,2.999765e+001,7.091947e-002,1.614751e-005,3,9.925115e-001,2.276880e-002,,,,,,,,,,,,,,32,2,4.000000e+000,3.711700e-003,0.000000e+000,0,0,0,
1652387670.437,,7.000000e+003,2.999796e+001,7.610773e-002,5.157723e-006,3,9.925369e-001,6.776872e-003,,,,,,,,,,,,,,32,2,4.000000e+000,2.481461e-003,0.000000e+000,0,0,0,
1652387801.406,,7.500000e+003,2.999642e+001,8.123554e-002,7.654923e-006,3,9.925388e-001,9.423121e-003,,,,,,,,,,,,,,32,2,4.000000e+000,7.410049e-003,0.000000e+000,0,0,0,
1652387928.281,,8.000000e+003,2.999858e+001,8.632921e-002,9.240696e-006,3,9.925764e-001,1.070402e-002,,,,,,,,,,,,,,32,2,4.000000e+000,4.951477e-003,0.000000e+000,0,0,0,
1652388071.250,,8.500000e+003,2.999981e+001,9.136454e-002,5.247283e-006,3,9.927465e-001,5.743238e-003,,,,,,,,,,,,,,32,2,4.000000e+000,7.421494e-003,0.000000e+000,0,0,0,
1652388199.406,,9.000000e+003,2.999920e+001,9.639027e-002,1.842871e-005,3,9.924938e-001,1.911885e-002,,,,,,,,,,,,,,32,2,4.000000e+000,9.880066e-003,0.000000e+000,0,1,0,
1652388326.859,,9.500000e+003,3.000136e+001,1.013542e-001,2.654725e-005,3,9.925043e-001,2.619254e-002,,,,,,,,,,,,,,32,2,4.000000e+000,6.181717e-003,0.000000e+000,0,1,0,
1652388454.250,,1.000000e+004,2.999796e+001,1.063009e-001,2.404478e-005,3,9.925137e-001,2.261954e-002,,,,,,,,,,,,,,32,2,4.000000e+000,4.940033e-003,0.000000e+000,0,1,0,
1652388584.453,,1.200000e+004,2.999981e+001,1.258376e-001,2.739545e-005,3,9.924855e-001,2.177048e-002,,,,,,,,,,,,,,32,2,4.000000e+000,3.711700e-003,0.000000e+000,0,1,0,
1652388718.796,,1.400000e+004,2.999703e+001,1.451217e-001,2.481396e-005,3,9.923378e-001,1.709873e-002,,,,,,,,,,,,,,32,2,4.000000e+000,3.711700e-003,0.000000e+000,0,1,0,
1652388852.953,,1.600000e+004,2.999827e+001,1.642682e-001,3.171550e-005,3,9.924728e-001,1.930715e-002,,,,,,,,,,,,,,32,2,4.000000e+000,4.940033e-003,0.000000e+000,0,0,0,
1652389001.859,,1.800000e+004,2.999981e+001,1.831749e-001,1.692196e-005,3,9.927137e-001,9.238144e-003,,,,,,,,,,,,,,32,2,4.000000e+000,6.179810e-003,0.000000e+000,0,0,0,
1652389138.937,,2.000000e+004,2.999889e+001,2.020410e-001,4.670925e-005,3,9.924256e-001,2.311870e-002,,,,,,,,,,,,,,32,2,4.000000e+000,8.651733e-003,0.000000e+000,0,0,0,
1652389271.578,,2.200000e+004,2.999889e+001,2.207242e-001,5.392689e-005,3,9.923737e-001,2.443180e-002,,,,,,,,,,,,,,32,2,4.000000e+000,3.711700e-003,0.000000e+000,0,0,0,
1652389407.625,,2.400000e+004,3.000167e+001,2.392514e-001,4.823707e-005,3,9.924271e-001,2.016166e-002,,,,,,,,,,,,,,32,2,4.000000e+000,0.000000e+000,0.000000e+000,0,1,0,
1652389545.718,,2.600000e+004,2.999920e+001,2.576798e-001,6.117616e-005,3,9.924203e-001,2.374115e-002,,,,,,,,,,,,,,32,2,4.000000e+000,7.410049e-003,0.000000e+000,0,1,0,
1652389678.546,,2.800000e+004,2.999920e+001,2.759736e-001,5.578136e-005,3,9.923801e-001,2.021257e-002,,,,,,,,,,,,,,32,2,4.000000e+000,2.470016e-003,0.000000e+000,0,1,0,
1652389817.281,,3.000000e+004,2.999827e+001,2.941745e-001,6.918405e-005,3,9.923478e-001,2.351803e-002,,,,,,,,,,,,,,32,2,4.000000e+000,6.181717e-003,0.000000e+000,0,1,0,
1652389952.203,,3.200000e+004,2.999981e+001,3.122615e-001,7.967862e-005,3,9.923911e-001,2.551663e-002,,,,,,,,,,,,,,32,2,4.000000e+000,2.470016e-003,0.000000e+000,0,1,0,
1652390087.312,,3.400000e+004,2.999920e+001,3.302326e-001,6.652880e-005,3,9.924064e-001,2.014604e-002,,,,,,,,,,,,,,32,2,4.000000e+000,4.951477e-003,0.000000e+000,0,1,0,
1652390222.671,,3.600000e+004,2.999951e+001,3.481262e-001,7.070134e-005,3,9.923722e-001,2.030911e-002,,,,,,,,,,,,,,32,2,4.000000e+000,8.638382e-003,0.000000e+000,0,1,0,
1652390358.421,,3.800000e+004,2.999673e+001,3.659287e-001,9.729600e-005,3,9.923592e-001,2.658879e-002,,,,,,,,,,,,,,32,2,4.000000e+000,3.711700e-003,0.000000e+000,0,0,0,
1652390501.671,,4.000000e+004,2.999796e+001,3.836154e-001,5.957457e-005,3,9.923996e-001,1.552977e-002,,,,,,,,,,,,,,32,2,4.000000e+000,3.711700e-003,0.000000e+000,0,0,0,
1652390644.046,,4.200000e+004,3.000043e+001,4.012318e-001,9.120578e-005,3,9.924181e-001,2.273144e-002,,,,,,,,,,,,,,32,2,4.000000e+000,3.698349e-003,0.000000e+000,0,1,0,
1652390785.718,,4.400000e+004,2.999858e+001,4.187500e-001,6.486400e-005,3,9.923948e-001,1.548991e-002,,,,,,,,,,,,,,32,2,4.000000e+000,2.470016e-003,0.000000e+000,0,1,0,
1652390918.421,,4.600000e+004,2.999920e+001,4.362515e-001,8.191240e-005,3,9.923896e-001,1.877642e-002,,,,,,,,,,,,,,32,2,4.000000e+000,4.940033e-003,0.000000e+000,0,1,0,
1652391125.281,,4.800000e+004,2.999796e+001,4.539827e-001,1.322779e-004,3,9.918764e-001,2.913721e-002,,,,,,,,,,,,,,32,2,4.000000e+000,7.410049e-003,0.000000e+000,0,1,0,
1652391322.281,,5.000000e+004,2.999796e+001,4.713955e-001,1.954139e-004,3,9.919317e-001,4.145433e-002,,,,,,,,,,,,,,32,2,4.000000e+000,2.481461e-003,0.000000e+000,0,1,0,
1652399217.296,,0.000000e+000,4.000154e+001,-3.900245e-004,3.557169e-007,3,9.917495e-001,9.120374e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.414871e-002,0.000000e+000,0,1,0,
1652399350.078,,2.000000e+002,3.999952e+001,1.635092e-003,3.155251e-007,3,9.935607e-001,1.929708e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.009750e-002,0.000000e+000,0,1,0,
1652399472.328,,4.000000e+002,3.999345e+001,3.766117e-003,1.127428e-006,3,9.929295e-001,2.993609e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.211929e-002,0.000000e+000,0,0,0,
1652399623.281,,6.000000e+002,4.000053e+001,5.971231e-003,1.127099e-006,3,9.931546e-001,1.887549e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.010895e-002,0.000000e+000,0,0,0,
1652399742.375,,8.000000e+002,3.999952e+001,8.638158e-003,1.106355e-007,3,9.930518e-001,1.280776e-003,,,,,,,,,,,,,,32,2,4.000000e+000,1.414871e-002,0.000000e+000,0,0,0,
1652399859.515,,1.000000e+003,3.999446e+001,1.092658e-002,1.361146e-005,3,9.928529e-001,1.245720e-001,,,,,,,,,,,,,,32,2,4.000000e+000,6.057739e-003,0.000000e+000,0,0,0,
1652399977.984,,1.200000e+003,3.999548e+001,1.308434e-002,1.570497e-005,3,9.930853e-001,1.200287e-001,,,,,,,,,,,,,,32,2,4.000000e+000,4.039764e-003,0.000000e+000,0,0,0,
1652400096.421,,1.400000e+003,3.999800e+001,1.523136e-002,1.044847e-005,3,9.929091e-001,6.859837e-002,,,,,,,,,,,,,,32,2,4.000000e+000,6.057739e-003,0.000000e+000,0,0,0,
1652400214.453,,1.600000e+003,3.999952e+001,1.735783e-002,1.408100e-005,3,9.928422e-001,8.112187e-002,,,,,,,,,,,,,,32,2,4.000000e+000,2.017975e-003,0.000000e+000,0,0,0,
1652400367.046,,1.800000e+003,4.000103e+001,1.951896e-002,1.267040e-006,3,9.931775e-001,6.491329e-003,,,,,,,,,,,,,,32,2,4.000000e+000,2.029419e-003,0.000000e+000,0,1,0,
1652400490.015,,2.000000e+003,3.999902e+001,2.165121e-002,3.055647e-006,3,9.928330e-001,1.411305e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.617050e-002,0.000000e+000,0,1,0,
1652400613.937,,2.200000e+003,4.000204e+001,2.380947e-002,1.699096e-007,3,9.926988e-001,7.136220e-004,,,,,,,,,,,,,,32,2,4.000000e+000,1.617050e-002,0.000000e+000,0,1,0,
1652400737.484,,2.400000e+003,3.999295e+001,2.591166e-002,5.177740e-005,3,9.922318e-001,1.998228e-001,,,,,,,,,,,,,,32,2,4.000000e+000,1.010132e-002,0.000000e+000,0,1,0,
1652400858.859,,2.600000e+003,3.999648e+001,2.809954e-002,2.178465e-006,3,9.926938e-001,7.752673e-003,,,,,,,,,,,,,,32,2,4.000000e+000,2.021790e-003,0.000000e+000,0,0,0,
1652400983.515,,2.800000e+003,4.000002e+001,3.023977e-002,4.860077e-007,3,9.927189e-001,1.607180e-003,,,,,,,,,,,,,,32,2,4.000000e+000,8.079529e-003,0.000000e+000,0,0,0,
1652401102.046,,3.000000e+003,3.999952e+001,3.237719e-002,1.633190e-007,3,9.926777e-001,5.044262e-004,,,,,,,,,,,,,,32,2,4.000000e+000,4.047394e-003,0.000000e+000,0,0,0,
1652401223.125,,3.200000e+003,4.000002e+001,3.452327e-002,1.896608e-007,3,9.927028e-001,5.493709e-004,,,,,,,,,,,,,,32,2,4.000000e+000,1.009750e-002,0.000000e+000,0,0,0,
1652401346.281,,3.400000e+003,3.999447e+001,3.664789e-002,1.390846e-006,3,9.926687e-001,3.795160e-003,,,,,,,,,,,,,,32,2,4.000000e+000,1.212692e-002,0.000000e+000,0,0,0,
1652401471.265,,3.600000e+003,3.999497e+001,3.876970e-002,1.409288e-006,3,9.926499e-001,3.635024e-003,,,,,,,,,,,,,,32,2,4.000000e+000,8.079529e-003,0.000000e+000,0,0,0,
1652401594.921,,3.800000e+003,4.000002e+001,4.088757e-002,4.003951e-007,3,9.925967e-001,9.792587e-004,,,,,,,,,,,,,,32,2,4.000000e+000,8.079529e-003,0.000000e+000,0,0,0,
1652401717.093,,4.000000e+003,3.999850e+001,4.297127e-002,1.733289e-006,3,9.926451e-001,4.033600e-003,,,,,,,,,,,,,,32,2,4.000000e+000,2.017975e-003,0.000000e+000,0,1,0,
1652401852.031,,4.200000e+003,3.999901e+001,4.504455e-002,2.984525e-006,3,9.929554e-001,6.625718e-003,,,,,,,,,,,,,,32,2,4.000000e+000,2.017975e-003,0.000000e+000,0,1,0,
1652401974.593,,4.400000e+003,4.000204e+001,4.712293e-002,6.640763e-006,3,9.927028e-001,1.409243e-002,,,,,,,,,,,,,,32,2,4.000000e+000,8.079529e-003,0.000000e+000,0,1,0,
1652402094.109,,4.600000e+003,3.999598e+001,4.918114e-002,6.169245e-006,3,9.926298e-001,1.254392e-002,,,,,,,,,,,,,,32,2,4.000000e+000,4.039764e-003,0.000000e+000,0,1,0,
1652402214.531,,4.800000e+003,3.999901e+001,5.121738e-002,6.632860e-006,3,9.925936e-001,1.295041e-002,,,,,,,,,,,,,,32,2,4.000000e+000,4.047394e-003,0.000000e+000,0,0,0,
1652402335.953,,5.000000e+003,3.999750e+001,5.326099e-002,1.003358e-005,3,9.926044e-001,1.883852e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.212692e-002,0.000000e+000,0,0,0,
1652402465.937,,6.000000e+003,3.999649e+001,6.326404e-002,1.042608e-005,3,9.926035e-001,1.648026e-002,,,,,,,,,,,,,,32,2,4.000000e+000,8.079529e-003,0.000000e+000,0,0,0,
1652402590.140,,6.500000e+003,4.000002e+001,6.818423e-002,8.039511e-006,3,9.926074e-001,1.179087e-002,,,,,,,,,,,,,,32,2,4.000000e+000,8.079529e-003,0.000000e+000,0,0,0,
1652402716.000,,7.000000e+003,3.999648e+001,7.306372e-002,8.640104e-006,3,9.925778e-001,1.182544e-002,,,,,,,,,,,,,,32,2,4.000000e+000,2.021790e-003,0.000000e+000,0,0,0,
1652402839.328,,7.500000e+003,3.999800e+001,7.787506e-002,9.714849e-006,3,9.925693e-001,1.247492e-002,,,,,,,,,,,,,,32,2,4.000000e+000,6.069183e-003,0.000000e+000,0,0,0,
1652402966.156,,8.000000e+003,3.999800e+001,8.265723e-002,1.259137e-005,3,9.924729e-001,1.523324e-002,,,,,,,,,,,,,,32,2,4.000000e+000,4.039764e-003,0.000000e+000,0,0,0,
1652403091.796,,8.500000e+003,3.999750e+001,8.740421e-002,1.408758e-005,3,9.925292e-001,1.611774e-002,,,,,,,,,,,,,,32,2,4.000000e+000,4.039764e-003,0.000000e+000,0,1,0,
1652403234.671,,9.000000e+003,4.000305e+001,9.210099e-002,1.036286e-005,3,9.927630e-001,1.125162e-002,,,,,,,,,,,,,,32,2,4.000000e+000,6.069183e-003,0.000000e+000,0,1,0,
1652403362.734,,9.500000e+003,4.000053e+001,9.680346e-002,2.667896e-005,3,9.924701e-001,2.755992e-002,,,,,,,,,,,,,,32,2,4.000000e+000,6.069183e-003,0.000000e+000,0,1,0,
1652403491.093,,1.000000e+004,3.999750e+001,1.014621e-001,1.364504e-005,3,9.925250e-001,1.344842e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.010895e-002,0.000000e+000,0,1,0,
1652403626.156,,1.200000e+004,3.999800e+001,1.199933e-001,2.671062e-006,3,9.925524e-001,2.226008e-003,,,,,,,,,,,,,,32,2,4.000000e+000,8.079529e-003,0.000000e+000,0,1,0,
1652403753.859,,1.400000e+004,3.999548e+001,1.383162e-001,3.233717e-005,3,9.924295e-001,2.337917e-002,,,,,,,,,,,,,,32,2,4.000000e+000,4.039764e-003,0.000000e+000,0,0,0,
1652403885.500,,1.600000e+004,3.999598e+001,1.565374e-001,4.493908e-005,3,9.923608e-001,2.870821e-002,,,,,,,,,,,,,,32,2,4.000000e+000,6.057739e-003,0.000000e+000,0,0,0,
1652404014.828,,1.800000e+004,3.999851e+001,1.746124e-001,4.382219e-005,3,9.923540e-001,2.509684e-002,,,,,,,,,,,,,,32,2,4.000000e+000,6.069183e-003,0.000000e+000,0,0,0,
1652404221.046,,2.000000e+004,3.999800e+001,1.927257e-001,4.908000e-005,3,9.916990e-001,2.546625e-002,,,,,,,,,,,,,,32,2,4.000000e+000,4.039764e-003,0.000000e+000,0,0,0,
1652404420.390,,2.200000e+004,4.000002e+001,2.106107e-001,1.448587e-004,3,9.918096e-001,6.878032e-002,,,,,,,,,,,,,,32,2,4.000000e+000,0.000000e+000,0.000000e+000,0,1,0,
